KoreanPronunciation,Hanja,Strokes,Meaning,Element,SoundElement
량,樑,15,"대들보, 굳셀",木,火
량,粱,13,"기장, 기장밥",木,火
려,旅,10,"나그네, 함께",土,火
려,麗,19,"우아할, 짝",土,火
려,慮,15,"생각, 의심할",火,火
려,勵,17,"힘쓸, 권할",土,火
려,呂,7,"姓,땅이름",水,火
려,侶,9,"벗할, 동행할",火,火
려,黎,15,"검을, 무리",木,火
려,閭,15,마을 문,木,火
려,儷,21,"짝, 부부",火,火
려,廬,19,"오두막집, 주막",木,火
려,櫚,19,종려나무,木,火
려,濾,20,"거를, 씻을",水,火
려,藜,21,나라이름,木,火
려,曞,19,(여)햇살 퍼질,火,火
려,礪,20,거친 숫돌,金,火
려,蠣,21,굴,水,火
려,驢,26,"나귀, 당나귀",火,火
려,驪,29,"검을, 나라이름",火,火
려,戾,8,"어그러질, 벗어날",金,火
려,儢,17,(여)힘쓰지 않을,火,火
려,厲,15,(여)같다,土,火
려,唳,11,"(여)울, 새소리",水,火
려,梠,11,(여)평고대,木,火
려,癘,18,"(여)창병, 염병",水,火
려,糲,21,(여)현미,木,火
려,膂,16,(여)등골뼈,水,火
려,臚,22,(여)살갗,水,火
려,蠡,21,(여)좀 먹을,水,火
려,邌,22,(여)천천히 갈,土,火
려,鑢,23,(여)쇠줄,金,火
력,靂,24,"벼락, 천둥",水,火
력,攊,20,"(역)칠, 때릴",木,火
력,櫟,19,(역)상수리나무,木,火
력,櫪,20,(역)말구유,木,火
력,癧,21,(역)연주창,水,火
력,轣,23,(역)갈을 물레,火,火
력,酈,26,(역)땅 이름,土,火
력,力,2,"힘, 힘쓸",土,火
력,歷,16,"지날, 겪은 일",土,火
력,曆,16,"책력, 셀",火,火
력,瀝,20,"거를, 받칠",水,火
력,礫,20,조약돌,金,火
력,轢,22,"삐걱거릴, 칠",火,火
련,連,14,"맺을, 연결할",土,火
련,練,15,"단련할, 익힐",木,火
련,鍊,17,"불릴, 단련할",金,火
련,聯,17,"잇닿을, 연결할",火,火
련,孌,22,아름다울,土,火
련,戀,23,"사모할, 그리움",火,火
련,蓮,17,"연밥, 연꽃",木,火
련,煉,13,"불릴, 구울",火,火
련,璉,16,"호련, 이을",金,火
련,攣,23,"걸릴, 이어질",木,火
련,漣,15,물놀이,水,火
련,輦,15,"손수레, 나를",火,火
련,𨏶,26,이을,火,火
련,奱,22,(연)이룰,木,火
련,楝,13,(연)멀 구슬나무,木,火
련,湅,13,"(연)익힐, 단련할",水,火
련,臠,25,(연)저민 고기,水,火
련,鏈,19,(연)쇠사슬,金,火
련,鰊,20,(연)청어,水,火
련,鰱,22,(연)연어,水,火
련,憐,16,"불쌍할, 가엾을",火,火
렬,列,6,"줄, 항렬",金,火
렬,烈,10,"빛날, 매울",火,火
렬,洌,10,"맑을, 물이름",水,火
렬,冽,8,찰,水,火
렬,裂,12,"찢을, 무너질",木,火
렬,劣,6,"못할, 적을",土,火
렬,挒,10,(열)비틀,木,火
렬,捩,12,"(열)비틀, 꺽을",木,火
렬,颲,15,(열)사나운 바람,木,火
렴,瀲,21,(염)넘칠,水,火
렴,磏,15,(염)거친 숫돌,金,火
렴,廉,13,"姓,맑을,청렴할",木,火
렴,濂,17,"姓,시내이름,싱거울",水,火
렴,簾,19,"발, 주렴",木,火
렴,斂,17,"姓,거둘,저장할",金,火
렴,殮,17,"염할, 빈소할",水,火
렵,獵,19,"사냥, 사로잡을",土,火
렵,躐,22,(엽)밝을,土,火
렵,鬣,25,"(엽)갈기, 수염",火,火
령,伶,7,영리할,火,火
령,昤,9,날빛영롱할,火,火
령,玲,10,옥소리,金,火
령,姈,8,계집 슬기로울,土,火
령,怜,9,"영리할, 지혜로울",火,火
령,泠,9,"맑을, 깨우칠",水,火
령,令,5,"하여금, 가령",火,火
령,呤,8,(영)속삭일,水,火
령,岭,8,(영)고개,土,火
령,領,14,"옷깃, 거느릴",火,火
령,嶺,17,"고개, 산길",土,火
령,零,13,"떨어질, 이슬비",水,火
령,澪,17,물이름,水,火
령,靈,24,"姓,신령,영혼",水,火
령,鈴,13,방울,金,火
령,齡,20,(영)나이,金,火
령,岺,8,(영)고개,土,火
령,笭,11,원추리,木,火
령,羚,11,영양,土,火
령,翎,11,깃,火,火
령,逞,14,"굳셀, 즐거울",土,火
령,朎,9,(영)달빛 영롱할,水,火
령,聆,11,"들을, 좇을",火,火
령,另,5,(영)헤러질,水,火
령,欞,28,"(영)격자창, 처마",木,火
령,秢,10,(영)벼 처음 익을,木,火
령,苓,11,(영)도꼬마리,木,火
령,蛉,11,(영)잠자리,水,火
령,軨,12,(영)사냥 수레,火,火
령,鴒,16,(영)할미새,火,火
령,囹,8,"옥, 감옥",水,火
례,隷,16,"붙을, 좇을",水,火
례,隸,17,(예)붙을,水,火
례,鱧,24,(예)가물치,水,火
례,例,8,"법식, 보기",火,火
례,禮,18,"예도, 인사",木,火
례,礼,6,예도,木,火
례,澧,17,강이름,水,火
례,醴,20,"단술, 달",金,火
로,路,13,"길, 중요할",土,火
로,露,20,"이슬, 젖을",水,火
로,老,6,"늙을, 어른",土,火
로,勞,12,"일할, 힘쓸",火,火
로,爐,20,"화로, 향로",火,火
로,魯,15,"둔할, 미련할",水,火
로,盧,16,"姓,검을,밥그릇,화로",水,火
로,鷺,23,"해오라기, 백로",火,火
로,櫓,19,"방패, 노",木,火
로,潞,17,강이름,水,火
로,瀘,20,강이름,水,火
로,璐,18,(노)아름다운 옥,金,火
로,櫨,20,(노)두공,木,火
로,蕗,19,(노)감초,木,火
로,瓐,21,(노)비취옥,金,火
로,澇,16,(노)큰 물결,水,火
로,潦,16,"(료·요)큰비, 장마",水,火
로,嚧,19,웃을,水,火
로,擄,17,노략질할,木,火
로,蘆,22,"갈대, 무",木,火
로,輅,13,수레,火,火
로,㯝,16,오동나무,木,火
로,鏴,20,(노)금길,金,火
로,擄,17,노략질할,木,火
로,撈,16,"잡을, 건져낼",木,火
로,壚,19,(노)흑토(옥토),土,火
로,滷,15,(노)소금밭,水,火
로,玈,11,(노)검을,水,火
로,癆,17,(노)중독,水,火
로,窂,9,"(노)우리, 감옥",水,火
로,鸕,27,(노)가마우지,火,火
로,艪,21,"(노)배 젓는 막대기, 노",木,火
로,艫,22,(노)뱃머리,木,火
로,轤,23,(노)도르래,火,火
로,鐪,21,(노)아교 그릇,金,火
로,鑪,24,(노)화로,金,火
로,顱,25,(노)머리뼈,火,火
로,髗,26,(노)머리뼈,金,火
로,鱸,27,(노)농어,水,火
로,虜,13,"포로, 종",木,火
록,祿,13,"녹봉, 행복",木,火
록,錄,16,"기록할, 문서",金,火
록,綠,14,초록빛,木,火
록,鹿,11,"사슴, 곳집",土,火
록,彔,8,"근본, 나무깎을",火,火
록,碌,13,돌모양,金,火
록,菉,14,"조개풀, 기록할",木,火
록,麓,19,산기슭,土,火
록,淥,12,"(녹)거를, 밭을",水,火
록,漉,15,"(녹)거를, 밭을",水,火
록,簏,17,(녹)대 상자,木,火
록,轆,18,(녹)도르래,火,火
록,騄,18,(녹)말의 이름,火,火
론,論,15,"말할, 고할",金,火
롱,瀧,20,"비올, 여울",水,火
롱,瓏,21,"옥소리, 바람소리",金,火
롱,籠,22,"대그릇, 삼태기",木,火
롱,壟,19,"언덕, 무덤",土,火
롱,朧,20,흐릿할,水,火
롱,聾,22,"귀머거리, 어리석을",火,火
롱,弄,7,"희롱할, 가지고 놀",金,火
롱,儱,18,(농)미숙한 모양,火,火
롱,攏,20,(농)누를,木,火
롱,曨,20,"(농)어스레할, 동틀",火,火
롱,礱,21,(농)숫돌에 갈,金,火
롱,蘢,22,(농)개여뀌,木,火
롱,隴,24,"(농)고개이름, 언덕",土,火
뢰,纇,21,(뇌)실마리,木,火
뢰,罍,21,(뇌)술독,土,火
뢰,蕾,19,(뇌)꽃봉오리,木,火
뢰,誄,13,(뇌)애도할,金,火
뢰,酹,14,(뇌)부을,金,火
뢰,雷,13,"姓,천둥,우레",水,火
뢰,賴,16,"힘입을, 의뢰할",金,火
뢰,耒,6,(뇌)쟁기,土,火
뢰,頼,16,"힘입을, 의뢰할",火,火
뢰,瀨,20,"여울, 급류",水,火
뢰,儡,17,"영락할, 피로할",火,火
뢰,牢,7,"우리, 둘러쌀",土,火
뢰,磊,15,돌무더기,金,火
뢰,賂,13,"뇌물, 재화",金,火
뢰,賚,15,"줄, 하사품",金,火
뢰,攂,19,"(뇌)갈, 문지를",木,火
뢰,礌,18,(뇌)바위,金,火
뢰,礧,20,(뇌)바위,金,火
뢰,籟,22,(뇌)세 구멍 퉁소,木,火
료,料,10,"될, 헤아릴",火,火
료,了,2,"마칠, 깨달음",金,火
료,僚,14,"벗, 동관",火,火
료,遼,19,"멀, 늦출",土,火
료,寮,15,동료,木,火
료,燎,16,"밝을, 비출",火,火
료,瞭,17,"밝을, 멀",木,火
료,聊,11,"귀울, 의지할",火,火
료,蓼,17,"여뀌, 나라이름",木,火
료,療,17,병고칠,水,火
료,寥,14,"공허할, 나라이름",木,火
료,嘹,15,(요)울음소리,水,火
료,嫽,15,(요)예쁠,土,火
료,撩,16,(요)다스릴,木,火
료,暸,16,(요)밝을,火,火
료,潦,16,"(요)큰비, 장마",水,火
료,獠,16,(요)밤 사냥,土,火
료,繚,18,(요)감길,木,火
료,膋,16,(요)발기름,水,火
료,醪,18,(요)막걸리,金,火
료,鐐,20,(요)은,金,火
료,飂,20,(요)바람소리,木,火
료,飉,21,"(요)바람, 산들바람",木,火
룡,龍,16,"姓,용,임금",土,火
룡,竜,10,"용, 임금",金,火
룡,龒,21,"용, 임금",土,火
루,漯,15,물 이름,水,火
루,累,11,"묶을, 누끼칠",木,火
루,樓,15,"다락, 포갤",木,火
루,屢,14,"여러, 번거로울",水,火
루,淚,12,눈물 흘릴,水,火
루,漏,15,"샐, 스며들",水,火
루,僂,13,구부릴,火,火
루,嘍,14,시끄러울,水,火
루,螻,17,땅강아지,水,火
루,髏,21,해골,金,火
루,陋,14,장소 좁을,土,火
루,褸,17,남루할,木,火
루,瘻,16,"부스럼, 혹",水,火
루,壘,18,쌓을,土,火
루,婁,11,"별이름, 거둘",土,火
루,縷,17,"실, 명주",木,火
루,蔞,17,"쑥,풀 자란 모양",木,火
루,鏤,19,아로새길,金,火
루,慺,15,(누)정성스러울,火,火
루,耬,17,(누)밭갈,土,火
루,熡,15,(누)불꽃,火,火
루,嶁,14,(누)봉우리,土,火
루,漊,15,(누)지적지적할,水,火
루,謱,18,(누)곡진할,金,火
류,柳,9,"姓,버들",木,火
류,留,10,"머무를, 더딜",土,火
류,流,11,"흐를, 구할",水,火
류,類,19,"착할, 나눌",火,火
류,琉,12,유리,金,火
류,劉,15,"姓,이길,칼",金,火
류,瑠,15,유리,金,火
류,硫,12,유황,金,火
류,旒,13,깃발,土,火
류,榴,14,석류나무,木,火
류,溜,14,"방울져 떨어질, 여울",水,火
류,瀏,19,맑을,水,火
류,謬,18,"그릇될, 어긋날",金,火
류,瘤,15,혹,水,火
류,橊,16,(유)석류나무,木,火
류,縲,17,(유)포승,木,火
류,纍,21,(유)맬,木,火
류,遛,17,(유)머무를,土,火
류,鶹,21,(유)올빼미,火,火
륙,六,6,여섯,土,火
륙,陸,16,"육지, 뭍",土,火
륙,戮,15,"죽일, 형벌",金,火
륙,勠,13,합할,土,火
륜,淪,12,"물놀이, 잔물결",水,火
륜,錀,16,"금, 금색",金,火
륜,掄,12,(윤)가릴,木,火
륜,倫,10,"인륜, 무리",火,火
륜,輪,15,"바퀴, 수레",火,火
륜,侖,8,"둥글, 생각할",火,火
륜,崙,11,산이름,土,火
륜,綸,14,"낚싯줄, 실",木,火
륜,圇,11,(윤)완전할,水,火
률,律,9,"姓,법",火,火
률,栗,10,"밤, 공손할",木,火
률,率,11,"헤아릴, (주)장수, (솔)거느릴",火,火
률,瑮,15,(율)옥무늬,金,火
률,𥠲,15,(율)볏가리,木,火
률,嵂,12,가파를,土,火
률,慄,14,"두려워할, 떨",火,火
률,溧,14,(율)강이름,水,火
륭,隆,17,"성할, 높을",土,火
륭,㦕,16,(융)뜻,火,火
륭,癃,17,(율)느른할,水,火
륭,窿,17,(율)활꼴,水,火
륵,勒,11,"굴레, 재갈",金,火
륵,肋,8,"갈비, 힘줄",水,火
륵,泐,9,(늑)돌 갈라질,水,火
름,廩,16,"곳집, 녹미",木,火
름,菻,14,"(름)쑥, 나라이름",木,火
름,凜,15,의젓할,水,火
름,澟,17,(늠)서늘할,水,火
릉,陵,16,"큰언덕, 넘을",土,火
릉,綾,14,비단,木,火
릉,菱,14,"마름, 모날",木,火
릉,凌,10,"능가할, 깔볼",水,火
릉,楞,13,모,木,火
릉,稜,13,"서슬, 모서리",木,火
릉,倰,10,(능)속일,火,火
릉,蔆,17,(능)마름,木,火
리,悧,11,똑똑할,火,火
리,厘,9,다스릴,土,火
리,唎,10,가는 소리,水,火
리,浬,11,해리,水,火
리,釐,18,다스릴,土,火
리,犁,12,밭갈,土,火
리,𢻠,16,(이)바를,木,火
리,犂,12,(이)밭갈,土,火
리,摛,15,"(이)퍼질, 알릴",木,火
리,鯉,18,잉어,水,火
리,裏,13,"속, 내부",木,火
리,裡,13,"속, 내부",木,火
리,離,19,"베풀, 걸릴",火,火
리,哩,10,(이)어조사,土,火
리,莅,13,(이)다다를,木,火
리,灕,23,(이)물 이름,水,火
리,邐,26,(이)이어질,土,火
리,魑,21,(이)도깨비,火,火
리,黐,23,(이)끈끈이,木,火
리,漓,14,(이)스며들,水,火
리,离,11,베풀,火,火
리,利,7,"길할, 좋을",金,火
리,里,7,"마을, 이웃",土,火
리,理,12,"다스릴, 성품",金,火
리,梨,11,"배, 배나무",木,火
리,李,7,"姓,오얏",木,火
리,吏,6,"아전,관리,벼슬,다스릴",水,火
리,俐,9,"똑똑할,영리할",火,火
리,履,15,"신, 밟을",木,火
리,涖,11,"물소리, 임할",水,火
리,俚,9,"속될, 상말",火,火
리,璃,16,"유리, 구슬이름",金,火
리,莉,13,말리나무,木,火
리,狸,11,"살쾡이, 너구리",土,火
리,痢,12,"설사, 이질",水,火
리,籬,25,울타리,木,火
리,罹,17,근심,木,火
리,羸,19,"여윌, 약할",土,火
리,剺,13,"(이)벗길, 칼로 벨",金,火
리,嫠,14,(이)과부,土,火
리,蜊,13,(이)참조개,水,火
리,螭,17,(이)교룡,水,火
리,貍,14,"(이)삵, 살쾡이",水,火
린,獜,16,(인)튼튼할,土,火
린,橉,16,(인)나무이름,木,火
린,粼,14,(인)물 맑을,木,火
린,繗,18,(인)이을,木,火
린,粦,12,(인)도깨비 불,木,火
린,䗲,18,(인)반딧불,水,火
린,暽,16,(인)사람이름,火,火
린,焛,12,(인)불꽃,火,火
린,斴,16,(인)물소리,金,火
린,瞵,17,(인)눈 빛,木,火
린,嶙,15,(인)가파를,土,火
린,驎,22,(인)얼룩말,火,火
린,躙,23,(인)짓밟을,土,火
린,轔,19,(인)수레 소리,火,火
린,麟,17,암기린,土,火
린,燐,16,"도깨비불, 반딧불",火,火
린,鱗,23,"비늘, 물고기",水,火
린,躪,27,"유린할, 짓밟을",土,火
린,吝,7,"아낄, 탐할",水,火
린,鄰,19,이웃,土,火
린,隣,20,이웃,土,火
린,潾,16,"맑을, 석간수",水,火
린,璘,17,"옥빛, 옥무늬",金,火
린,麟,23,기린,土,火
린,撛,16,구원할,木,火
린,悋,11,(인)아낄,火,火
린,磷,17,(인)물 흐르는 모양,金,火
린,鏻,20,굳셀,金,火
린,藺,22,"골풀, 조약돌",木,火
림,林,8,"姓,수풀",木,火
림,棽,12,무성할,木,火
림,琳,13,아름다운옥,金,火
림,淋,12,"물뿌릴, 장마",水,火
림,碄,13,(임)깊을,金,火
림,晽,12,(임)알고자 할,火,火
림,玪,9,(임)옥,金,火
림,臨,17,"임할, 다스릴",火,火
림,霖,16,장마,水,火
림,痳,13,(임)임질,水,火
립,立,5,"설, 세울",金,火
립,笠,11,"삿갓, 땅이름",木,火
립,粒,11,"낟알, 쌀알",木,火
립,砬,10,돌소리,金,火
립,岦,8,산 우뚝할,土,火
마,螞,16,말거머리,水,水
마,蟇,17,두꺼비,水,水
마,魔,21,"마귀, 악마",火,水
마,痲,13,"저릴, 홍역",水,水
마,馬,10,"姓,말",火,水
마,麻,11,"姓,마,삼베",木,水
마,瑪,15,옥돌이름,金,水
마,媽,13,어머,土,水
마,摩,15,"갈, 문지를",木,水
마,碼,15,저울추,金,水
마,麽,14,작을,木,水
마,麿,16,"갈, 숫돌에 갈",金,水
마,劘,21,깎을,金,水
막,莫,13,"없을, (모)저물",木,水
막,幕,14,"장막, 군막",木,水
막,漠,15,"사막, 조용할",水,水
막,寞,14,쓸쓸할,木,水
막,膜,17,어루만질,水,水
막,邈,21,"멀, 경멸할",土,水
막,瞙,16,(눈이)흐릴,火,水
막,鏌,19,칼 이름,金,水
만,万,3,일만,木,水
만,曼,11,"길게끌, 길",土,水
만,萬,15,"姓,일만,많을",木,水
만,晩,11,"저물, 늦을",火,水
만,卍,6,만자,火,水
만,娩,10,"해산할, 순박할",土,水
만,挽,11,"당길, 말릴",木,水
만,灣,26,물굽이,水,水
만,饅,20,만두,水,水
만,輓,14,수레끌,火,水
만,滿,15,"姓,찰,가득할",水,水
만,蔓,17,"넝쿨, 뻗어나갈",木,水
만,鏋,19,"금, 금정기",金,水
만,墁,14,흙손,土,水
만,幔,14,막,木,水
만,縵,17,무늬없는 비단,木,水
만,謾,18,속일,金,水
만,蹣,18,넘다,土,水
만,鏝,19,흙손,金,水
만,鬘,21,머리의 장식,火,水
만,鰻,22,뱀장어,水,水
만,瞞,16,속일,木,水
만,巒,22,뫼,土,水
만,彎,22,"굽을, 당길",火,水
만,慢,15,게으를 만,火,水
만,漫,15,"질펀할, 넘칠",水,水
만,蠻,25,"오랑캐, 야만",水,水
만,嫚,14,업신여길,土,水
말,抹,9,"바를, 칠할",木,水
말,沫,9,"거품, 물방울",水,水
말,襪,21,버선,木,水
말,靺,14,북방종족이름,金,水
말,唜,10,끝,水,水
말,帕,8,머리띠,木,水
말,秣,10,꼴,木,水
말,末,5,"끝, 다할",木,水
말,茉,11,말리나무,木,水
망,望,11,"바랄, 원할",水,水
망,忙,7,"바쁠, 조급할",火,水
망,忘,7,"잊을, 다할",火,水
망,網,14,"그물, 규칙",木,水
망,芒,9,"털끝, 바늘",木,水
망,莽,12,"우거질, 잡초",木,水
망,漭,15,넓을,水,水
망,輞,15,바퀴테,火,水
망,邙,10,"산이름, 고을이름",土,水
망,茫,12,"아득할, 망망할",木,水
망,罔,9,"그물, 잡을",木,水
망,妄,6,"허망할, 거짓",土,水
망,亡,3,"죽일, 망할",水,水
망,惘,12,멍할,火,水
망,汒,7,황급할,水,水
망,魍,18,도깨비,火,水
매,玫,9,"매괴, 붉은 옥이름",金,水
매,眛,10,(눈이)어두울,火,水
매,酶,14,술밑,金,水
매,霉,15,곰팡이,水,水
매,每,7,"매양, 각각",土,水
매,買,12,"姓,살",金,水
매,賣,15,팔,金,水
매,妹,8,"누이, 소녀",土,水
매,梅,11,"姓,매화나무",木,水
매,苺,11,딸기,木,水
매,楳,13,매화나무,木,水
매,沬,9,땅이름,水,水
매,莓,13,나무딸기,木,水
매,埋,10,"묻을, 메울",土,水
매,媒,12,"중매할, 매개할",土,水
매,昧,9,"새벽, 동틀무렵",火,水
매,枚,8,"줄기, 채찍",木,水
매,煤,13,"그을음, 먹",火,水
매,罵,16,"욕할, 꾸짖을",火,水
매,邁,20,"갈, 떠날",土,水
매,魅,15,"도깨비, 미혹할",火,水
매,寐,12,"잠잘, 죽을",木,水
매,呆,7,어리석을,水,水
맥,麥,11,"보리, 매장할",木,水
맥,脈,12,"맥, 줄기",水,水
맥,貊,13,"고요할, 맹수이름, 북방종족이름",水,水
맥,陌,14,"두렁, 경계, 길",土,水
맥,驀,21,"말탈, 뛰어넘을",火,水
맥,貃,12,맥국(북방종족),水,水
맥,貘,18,짐승이름,水,水
맹,孟,8,"姓,맏이,힘쓸",水,水
맹,猛,12,"사나울, 용감할",土,水
맹,盟,13,"맹세할, 약속할",土,水
맹,萌,14,"싹, 비롯할",木,水
맹,氓,8,백성,火,水
맹,甍,16,용마루,土,水
맹,甿,8,백성,土,水
맹,虻,9,등에(곤충),水,水
맹,盲,8,"소경, 눈멀",木,水
멱,覓,11,"찾을, 곁눈질",火,水
멱,冪,16,"덮을, 막",土,水
멱,幎,13,덮을,木,水
면,綿,14,"이을,솜",木,水
면,棉,12,목화나무,木,水
면,免,7,"면할, 해직할",木,水
면,勉,9,"힘쓸, 부지런할",金,水
면,面,9,"낯, 얼굴",火,水
면,沔,8,"씻을, 물흐를",水,水
면,緬,15,"가는 실, 멀",木,水
면,麵,20,밀가루,木,水
면,麪,15,밀가루,木,水
면,冕,11,면류관,火,水
면,俛,9,힘쓸,火,水
면,湎,13,빠질,水,水
면,緜,15,햇솜,木,水
면,眄,9,애꾸눈,木,水
면,眠,10,"잠잘, 쉴",木,水
멸,滅,14,"멸망할, 제거할",水,水
멸,蔑,17,"업신여길, 버릴",木,水
멸,篾,17,대껍질,木,水
멸,衊,21,업신여길,水,水
명,銘,14,"새길, 기록할",金,水
명,名,6,"이름, 이름날",水,水
명,命,8,"목숨, 운",水,水
명,明,8,"姓,밝을",火,水
명,眀,9,볼,木,水
명,洺,10,"명수, 물이름",水,水
명,慏,14,너그러울,火,水
명,酩,13,술취할,金,水
명,茗,12,차싹,木,水
명,蓂,16,"명협풀, 약초이름",木,水
명,皿,5,그릇,土,水
명,䳟,19,"초명, 새이름",火,水
명,瞑,15,"눈감을, 소경",木,水
명,螟,16,"마디충, 해충",水,水
명,暝,14,어두울,火,水
명,椧,12,홈통,木,水
명,鳴,14,"울, 새울음",火,水
명,冥,10,"어두울, 아득할",木,水
명,溟,14,"어두울, 바다",水,水
몌,袂,10,소매,木,水
모,模,15,"법, 본보기",木,水
모,牡,7,"수컷, 왼쪽",土,水
모,侮,9,"업신여길, 깔볼",火,水
모,矛,5,"창, 모순될",金,水
모,貌,14,"얼굴, 다스릴",水,水
모,冒,9,"무릅쓸, 가릴",水,水
모,募,13,"모을, 부를",土,水
모,瑁,14,서옥,金,水
모,芼,10,풀우거질,木,水
모,橅,16,"법칙, 규범",木,水
모,慕,15,"사모할, 생각할",火,水
모,母,5,"어미, 유모",土,水
모,毛,4,"姓,털",火,水
모,暮,15,"저녁, 해질",火,水
모,某,9,"아무, 아무개",木,水
모,謨,18,"꾀할, 논할",金,水
모,摸,15,"본뜰, 찾을",木,水
모,牟,6,"姓,클,보리",土,水
모,軞,11,병거,火,水
모,慔,15,힘쓸,火,水
모,謀,16,"꾀, 계책",金,水
모,姆,8,"여스승, 맏동서",土,水
모,帽,12,모자,木,水
모,眸,11,"눈동자, 자세히 볼",木,水
모,茅,11,띠,木,水
모,耗,10,"줄일, 없앨",木,水
모,摹,15,"베낄, 본뜰",木,水
목,木,4,"姓,목",木,水
목,睦,13,"姓,화목할,공손할",木,水
목,穆,16,"공경할, 화할",木,水
목,目,5,"눈, 볼",木,水
목,牧,8,"기를, 칠, 목장",土,水
목,沐,8,"머리감을, 다스릴",水,水
목,鶩,20,집오리,火,水
목,苜,11,거여목,木,水
몰,沒,8,"잠길, 죽을",水,水
몰,歿,8,"죽을, 끝낼",水,水
몽,夢,14,"꿈, 환상",木,水
몽,蒙,16,"어릴, 기운",木,水
몽,䑃,20,"풍부할, 큰모양",水,水
몽,幪,17,덮을,木,水
몽,懞,18,마음이 어두울,火,水
몽,曚,18,어두울,火,水
몽,溕,14,이슬비,水,水
몽,濛,18,가랑비 올,水,水
몽,瞢,16,(눈이)어두울,火,水
몽,矇,19,"청맹과니, 소경",火,水
몽,艨,20,싸움배,木,水
몽,雺,13,안개,水,水
몽,鸏,25,물새 새끼,火,水
묘,藐,20,"멀, 어두울",木,水
묘,貓,16,고양이,水,水
묘,墓,14,"무덤, 묘지",土,水
묘,畝,10,(무)밭이랑,土,水
묘,描,13,"그릴, 본뜰",木,水
묘,錨,17,"姓,닻",金,水
묘,卯,5,"토끼,무성할",木,水
묘,妙,7,"묘할, 예쁠",土,水
묘,苗,11,"모, 싹, 이을",木,水
묘,廟,15,사당,木,水
묘,昴,9,별자리이름,火,水
묘,竗,9,"묘할, 예쁠",金,水
묘,杳,8,"어두울, 멀",木,水
묘,渺,13,"아득할, 작을",水,水
묘,描,13,고양이,土,水
묘,淼,12,"물이 아득할, 넓은 물",水,水
묘,眇,9,애꾸눈,火,水
무,戊,5,"천간, 무성할",土,水
무,茂,11,"풀우거질, 힘쓸",木,水
무,武,8,"건장할, 굳셀",土,水
무,霧,19,"안개, 어두울",水,水
무,珷,13,옥돌이름,金,水
무,務,11,"힘쓸, 일",土,水
무,無,12,"없을, 아닐",火,水
무,无,4,"없을, 아닐",水,水
무,舞,14,"춤, 춤출",木,水
무,貿,12,"바꿀, 무역",金,水
무,橅,16,"법칙, 규범",木,水
무,廡,15,집,木,水
무,拇,9,엄지손가락,木,水
무,畝,10,(묘)밭이랑,土,水
무,撫,16,"어루만질, 누를",木,水
무,懋,17,"힘쓸, 노력할",火,水
무,楙,13,"무성할, 아름대울",木,水
무,堥,12,언덕,土,水
무,匣,7,작은 상자,木,水
무,蕪,18,거칠어질,木,水
무,毋,4,"없을, 아니",土,水
무,誣,14,"무고할, 깔볼",金,水
무,鵡,19,앵무새,火,水
무,巫,7,"무당, 의사",火,水
무,憮,16,어루만질,火,水
무,儛,16,춤출,火,水
무,嘸,15,분명하지 않을,土,水
무,膴,18,"포, 포육",水,水
무,騖,19,달릴,火,水
무,繆,17,"삼(麻)열단, 묶을",木,水
묵,墨,15,"姓,먹,검을",土,水
묵,黙,16,"잠잠할, 조용할",水,水
묵,嘿,15,고요할,水,水
문,璊,16,붉은 옷,金,水
문,玧,9,붉은 구슬(윤),金,水
문,抆,8,닦을,木,水
문,們,10,"들, 무리",火,水
문,吻,7,"입술, 입가",水,水
문,雯,12,구름무늬,水,水
문,紊,10,어지러울,木,水
문,蚊,10,모기,水,水
문,刎,6,"끊을, 자를",金,水
문,悗,11,잊을,火,水
문,懑,18,번민할,火,水
문,捫,12,어루만질,木,水
문,門,8,"姓,문,집안",木,水
문,問,11,"물을, 문안할",水,水
문,聞,14,"姓,들을,소문",火,水
문,文,4,"姓,글월,글자",木,水
문,汶,8,물이름,水,水
문,炆,8,따뜻할,火,水
문,紋,10,"무늬, 문채",木,水
물,勿,4,"없을, 말",金,水
물,物,8,만물,土,水
물,沕,8,아득할,水,水
미,米,6,"姓,쌀,미터",木,水
미,味,8,"맛, 기분",水,水
미,美,9,"아름다울, 예쁠",土,水
미,尾,7,"꼬리, 끝",水,水
미,渼,13,"물이름, 물결",水,水
미,薇,19,"장미, 고비",木,水
미,謎,17,"수수께끼, 헷갈릴",金,水
미,嵄,12,"산, 산이름",土,水
미,媺,13,착하고 아름다울,土,水
미,亹,22,힘쓸,土,水
미,弭,9,활고자,火,水
미,敉,10,어루만질,金,水
미,麋,17,큰사슴,土,水
미,瀰,21,물이 넓을,水,水
미,糜,17,죽,木,水
미,縻,17,고삐,木,水
미,苿,11,맛,木,水
미,蘼,25,장미,木,水
미,靡,19,"쓰러질, 쏠릴",水,水
미,迷,13,미혹할,土,水
미,未,5,"아닐, 못할",木,水
미,黴,23,"곰팡이, 검을",水,水
미,眉,9,"눈썹, 언저리",木,水
미,獼,21,원숭이,土,水
미,媄,12,빛 고울,土,水
미,媚,12,"사랑할, 순종할",土,水
미,媺,13,"아름다울, 착할",土,水
미,躾,16,예절,火,水
미,嵋,12,산이름,土,水
미,煝,13,빛날,火,水
미,娓,10,"장황할, 예쁠",土,水
미,洣,10,강 이름,水,水
미,侎,8,어루만질,火,水
미,瑂,14,옥돌,金,水
